state,declaration_type,fy_declared,incident_type,incident_begin_date,incident_end_date
AK,DR,2000,Severe Storm,1999-12-21T00:00:00Z,2000-02-23T00:00:00Z
AK,DR,2000,Severe Storm,1999-12-21T00:00:00Z,2000-02-23T00:00:00Z
AK,DR,2000,Severe Storm,1999-12-21T00:00:00Z,2000-02-23T00:00:00Z
AL,DR,2000,Severe Storm,2000-01-22T00:00:00Z,2000-01-29T00:00:00Z
AL,DR,2000,Severe Storm,2000-01-22T00:00:00Z,2000-01-29T00:00:00Z
AL,DR,2000,Severe Storm,2000-01-22T00:00:00Z,2000-01-29T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
KY,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
WV,DR,2000,Flood,2000-02-18T00:00:00Z,2000-02-22T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
VA,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
WA,FM,2000,Fire,2000-06-28T00:00:00Z,
OH,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
OH,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
OH,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
OH,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
OH,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
OH,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
OH,DR,2000,Severe Storm,2000-02-18T00:00:00Z,2000-03-02T00:00:00Z
MO,FM,2000,Fire,2000-03-07T00:00:00Z,2000-03-11T00:00:00Z
AL,DR,2000,Severe Storm,2000-03-10T00:00:00Z,2000-03-11T00:00:00Z
AL,DR,2000,Severe Storm,2000-03-10T00:00:00Z,2000-03-11T00:00:00Z
HI,FM,2000,Fire,2000-03-20T00:00:00Z,2000-03-23T00:00:00Z
TX,DR,2000,Tornado,2000-03-28T00:00:00Z,2000-03-29T00:00:00Z
DC,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-31T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
MD,DR,2000,Severe Storm,2000-01-25T00:00:00Z,2000-01-30T00:00:00Z
FL,FM,2000,Fire,2000-04-11T00:00:00Z,
NM,FM,2000,Fire,2000-04-18T00:00:00Z,2000-04-30T00:00:00Z
NM,FM,2000,Fire,2000-04-18T00:00:00Z,2000-04-30T00:00:00Z
ME,DR,2000,Severe Storm,2000-03-28T00:00:00Z,2000-04-26T00:00:00Z
ME,DR,2000,Severe Storm,2000-03-28T00:00:00Z,2000-04-26T00:00:00Z
ME,DR,2000,Severe Storm,2000-03-28T00:00:00Z,2000-04-26T00:00:00Z
ME,DR,2000,Severe Storm,2000-03-28T00:00:00Z,2000-04-26T00:00:00Z
ME,DR,2000,Severe Storm,2000-03-28T00:00:00Z,2000-04-26T00:00:00Z
ME,DR,2000,Severe Storm,2000-03-28T00:00:00Z,2000-04-26T00:00:00Z
ME,DR,2000,Severe Storm,2000-03-28T00:00:00Z,2000-04-26T00:00:00Z
ME,DR,2000,Severe Storm,2000-03-28T00:00:00Z,2000-04-26T00:00:00Z
KS,DR,2000,Severe Storm,2000-04-19T00:00:00Z,2000-04-20T00:00:00Z
KS,DR,2000,Severe Storm,2000-04-19T00:00:00Z,2000-04-20T00:00:00Z
KS,DR,2000,Severe Storm,2000-04-19T00:00:00Z,2000-04-20T00:00:00Z
NM,FM,2000,Fire,2000-05-07T00:00:00Z,2000-06-30T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
NM,EM,2000,Fire,2000-05-05T00:00:00Z,2000-07-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
MO,DR,2000,Flood,2000-05-06T00:00:00Z,2000-05-07T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,DR,2000,Fire,2000-05-05T00:00:00Z,2000-06-09T00:00:00Z
NM,FM,2000,Fire,2000-05-11T00:00:00Z,2000-06-19T00:00:00Z
FL,FM,2000,Fire,2000-05-15T00:00:00Z,
FL,FM,2000,Fire,2000-05-19T00:00:00Z,
FL,FM,2000,Fire,2000-05-19T00:00:00Z,
FL,FM,2000,Fire,2000-05-19T00:00:00Z,
FL,FM,2000,Fire,2000-05-19T00:00:00Z,
FL,FM,2000,Fire,2000-05-19T00:00:00Z,
SD,DR,2000,Severe Storm,2000-04-18T00:00:00Z,2000-04-20T00:00:00Z
SD,DR,2000,Severe Storm,2000-04-18T00:00:00Z,2000-04-20T00:00:00Z
SD,DR,2000,Severe Storm,2000-04-18T00:00:00Z,2000-04-20T00:00:00Z
SD,DR,2000,Severe Storm,2000-04-18T00:00:00Z,2000-04-20T00:00:00Z
SD,DR,2000,Severe Storm,2000-04-18T00:00:00Z,2000-04-20T00:00:00Z
FL,FM,2000,Fire,2000-05-22T00:00:00Z,
FL,FM,2000,Fire,2000-05-22T00:00:00Z,
FL,FM,2000,Fire,2000-05-22T00:00:00Z,
FL,FM,2000,Fire,2000-05-28T00:00:00Z,
FL,FM,2000,Fire,2000-05-28T00:00:00Z,
FL,FM,2000,Fire,2000-05-28T00:00:00Z,
FL,FM,2000,Fire,2000-05-28T00:00:00Z,
FL,FM,2000,Fire,2000-05-29T00:00:00Z,
FL,FM,2000,Fire,2000-05-29T00:00:00Z,
FL,FM,2000,Fire,2000-05-29T00:00:00Z,
FL,FM,2000,Fire,2000-05-29T00:00:00Z,
FL,FM,2000,Fire,2000-05-29T00:00:00Z,
NM,FM,2000,Fire,2000-05-29T00:00:00Z,2000-07-31T00:00:00Z
FL,FM,2000,Fire,2000-06-02T00:00:00Z,
FL,FM,2000,Fire,2000-06-02T00:00:00Z,
FL,FM,2000,Fire,2000-06-02T00:00:00Z,
FL,FM,2000,Fire,2000-06-05T00:00:00Z,
FL,FM,2000,Fire,2000-06-05T00:00:00Z,
FL,FM,2000,Fire,2000-06-05T00:00:00Z,
FL,FM,2000,Fire,2000-06-05T00:00:00Z,
FL,FM,2000,Fire,2000-06-05T00:00:00Z,
FL,FM,2000,Fire,2000-06-05T00:00:00Z,
FL,FM,2000,Fire,2000-06-09T00:00:00Z,
FL,FM,2000,Fire,2000-06-09T00:00:00Z,
FL,FM,2000,Fire,2000-06-09T00:00:00Z,
FL,FM,2000,Fire,2000-06-09T00:00:00Z,
CO,FM,2000,Fire,2000-06-12T00:00:00Z,2000-06-25T00:00:00Z
CO,FM,2000,Fire,2000-06-12T00:00:00Z,2000-06-25T00:00:00Z
CO,FM,2000,Fire,2000-06-12T00:00:00Z,2000-06-24T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
TN,DR,2000,Severe Storm,2000-05-23T00:00:00Z,2000-05-31T00:00:00Z
NM,FM,2000,Fire,2000-06-15T00:00:00Z,2000-06-21T00:00:00Z
