state,declaration_type,fy_declared,incident_type,incident_begin_date,incident_end_date
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
WI,DR,2000,Severe Storm,2000-05-26T00:00:00Z,2000-07-19T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
ND,DR,2000,Severe Storm,2000-04-05T00:00:00Z,2000-08-12T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
MN,DR,2000,Severe Storm,2000-05-17T00:00:00Z,2000-07-26T00:00:00Z
NV,FM,2000,Fire,2000-06-28T00:00:00Z,2000-06-30T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
NY,DR,2000,Severe Storm,2000-05-03T00:00:00Z,2000-08-12T00:00:00Z
WA,FM,2000,Fire,2000-07-22T00:00:00Z,
MT,FM,2000,Fire,2000-07-24T00:00:00Z,
MT,FM,2000,Fire,2000-07-24T00:00:00Z,
MT,FM,2000,Fire,2000-07-24T00:00:00Z,
MT,FM,2000,Fire,2000-07-24T00:00:00Z,
VT,DR,2000,Severe Storm,2000-07-14T00:00:00Z,2000-07-18T00:00:00Z
VT,DR,2000,Severe Storm,2000-07-14T00:00:00Z,2000-07-18T00:00:00Z
VT,DR,2000,Severe Storm,2000-07-14T00:00:00Z,2000-07-18T00:00:00Z
VT,DR,2000,Severe Storm,2000-07-14T00:00:00Z,2000-07-18T00:00:00Z
VT,DR,2000,Severe Storm,2000-07-14T00:00:00Z,2000-07-18T00:00:00Z
VT,DR,2000,Severe Storm,2000-07-14T00:00:00Z,2000-07-18T00:00:00Z
WY,FM,2000,Fire,2000-07-30T00:00:00Z,2000-08-03T00:00:00Z
NV,FM,2000,Fire,2000-08-01T00:00:00Z,2000-08-05T00:00:00Z
MT,FM,2000,Fire,2000-08-05T00:00:00Z,
MT,FM,2000,Fire,2000-08-05T00:00:00Z,
MT,FM,2000,Fire,2000-08-05T00:00:00Z,
MT,FM,2000,Fire,2000-08-05T00:00:00Z,
MT,FM,2000,Fire,2000-08-05T00:00:00Z,
MT,FM,2000,Fire,2000-08-05T00:00:00Z,
MT,FM,2000,Fire,2000-08-05T00:00:00Z,
MT,FM,2000,Fire,2000-08-08T00:00:00Z,
MT,FM,2000,Fire,2000-08-08T00:00:00Z,
SD,FM,2000,Fire,2000-08-11T00:00:00Z,2000-08-20T00:00:00Z
MT,FM,2000,Fire,2000-08-14T00:00:00Z,
MT,FM,2000,Fire,2000-08-14T00:00:00Z,
MT,FM,2000,Fire,2000-08-14T00:00:00Z,
MT,FM,2000,Fire,2000-08-14T00:00:00Z,
MT,FM,2000,Fire,2000-08-16T00:00:00Z,
MT,FM,2000,Fire,2000-08-16T00:00:00Z,
DC,DR,2000,Severe Storm,2000-08-07T00:00:00Z,2000-08-07T00:00:00Z
NJ,DR,2000,Severe Storm,2000-08-12T00:00:00Z,2000-08-21T00:00:00Z
NJ,DR,2000,Severe Storm,2000-08-12T00:00:00Z,2000-08-21T00:00:00Z
OH,DR,2000,Severe Storm,2000-07-29T00:00:00Z,2000-08-02T00:00:00Z
TX,FM,2000,Fire,2000-08-23T00:00:00Z,2000-10-09T00:00:00Z
SD,FM,2000,Fire,2000-08-24T00:00:00Z,
WA,FM,2000,Fire,2000-08-23T00:00:00Z,2000-08-27T00:00:00Z
WA,FM,2000,Fire,2000-08-23T00:00:00Z,2000-08-27T00:00:00Z
TX,FM,2000,Fire,2000-08-26T00:00:00Z,2000-08-29T00:00:00Z
MT,FM,2000,Fire,2000-08-28T00:00:00Z,
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
MT,DR,2000,Fire,2000-07-13T00:00:00Z,2000-09-25T00:00:00Z
TX,FM,2000,Fire,2000-08-30T00:00:00Z,2000-09-13T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
ID,DR,2000,Fire,2000-07-27T00:00:00Z,2000-09-26T00:00:00Z
TX,FM,2000,Fire,2000-09-03T00:00:00Z,2000-10-04T00:00:00Z
TX,FM,2000,Fire,2000-09-04T00:00:00Z,2000-09-08T00:00:00Z
TX,FM,2000,Fire,2000-09-04T00:00:00Z,2000-09-07T00:00:00Z
TX,FM,2000,Fire,2000-09-04T00:00:00Z,2000-09-09T00:00:00Z
TX,FM,2000,Fire,2000-09-04T00:00:00Z,2000-09-05T00:00:00Z
TX,FM,2000,Fire,2000-09-06T00:00:00Z,2000-09-07T00:00:00Z
TX,FM,2000,Fire,2000-09-06T00:00:00Z,2000-09-08T00:00:00Z
TX,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-13T00:00:00Z
TX,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-13T00:00:00Z
TX,FM,2000,Fire,2000-09-09T00:00:00Z,2000-09-10T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
LA,FM,2000,Fire,2000-09-08T00:00:00Z,2000-09-22T00:00:00Z
CA,DR,2000,Earthquake,2000-09-03T00:00:00Z,2000-09-03T00:00:00Z
CO,FM,2000,Fire,2000-09-16T00:00:00Z,2000-09-20T00:00:00Z
AL,FM,2000,Fire,2000-09-15T00:00:00Z,
TX,FM,2000,Fire,2000-09-17T00:00:00Z,2000-09-18T00:00:00Z
OK,FM,2000,Fire,2000-09-18T00:00:00Z,2000-10-05T00:00:00Z
OK,FM,2000,Fire,2000-09-19T00:00:00Z,2000-10-02T00:00:00Z
OK,FM,2000,Fire,2000-09-18T00:00:00Z,2000-09-25T00:00:00Z
OH,DR,2000,Severe Storm,2000-09-20T00:00:00Z,2000-09-20T00:00:00Z
TX,FM,2001,Fire,2000-10-02T00:00:00Z,2000-10-03T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-09-21T00:00:00Z,2000-10-04T00:00:00Z
FL,DR,2001,Severe Storm,2000-10-03T00:00:00Z,2000-10-11T00:00:00Z
FL,DR,2001,Severe Storm,2000-10-03T00:00:00Z,2000-10-11T00:00:00Z
FL,DR,2001,Severe Storm,2000-10-03T00:00:00Z,2000-10-11T00:00:00Z
FL,DR,2001,Severe Storm,2000-10-03T00:00:00Z,2000-10-11T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
NY,EM,2001,Other,2000-05-22T00:00:00Z,2000-11-01T00:00:00Z
